"filename" "tajima_d" "missing_data" "missing_type" "vcf_source" "max_pi_vcftools"
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_100.vcf.Tajima.D" -0.728182 0.99 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1000.vcf.Tajima.D" -0.156048 0.9 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_10000.vcf.Tajima.D" -0.238841 0 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_10000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1100.vcf.Tajima.D" -0.250867 0.89 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1200.vcf.Tajima.D" -0.122029 0.88 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1300.vcf.Tajima.D" -0.181058 0.87 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1400.vcf.Tajima.D" -0.291424 0.86 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1500.vcf.Tajima.D" -0.25556 0.85 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1600.vcf.Tajima.D" 0.157907 0.84 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1700.vcf.Tajima.D" -0.0356783 0.83 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1800.vcf.Tajima.D" -0.303757 0.82 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1900.vcf.Tajima.D" -0.302887 0.81 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_1900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_200.vcf.Tajima.D" 0.550752 0.98 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2000.vcf.Tajima.D" -0.135924 0.8 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2100.vcf.Tajima.D" -0.173102 0.79 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2200.vcf.Tajima.D" -0.109108 0.78 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2300.vcf.Tajima.D" -0.382052 0.77 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2400.vcf.Tajima.D" -0.238891 0.76 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2500.vcf.Tajima.D" -0.193922 0.75 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2600.vcf.Tajima.D" -0.229273 0.74 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2700.vcf.Tajima.D" -0.471387 0.73 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2800.vcf.Tajima.D" -0.430536 0.72 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2900.vcf.Tajima.D" -0.227143 0.71 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_2900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_300.vcf.Tajima.D" -0.270977 0.97 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3000.vcf.Tajima.D" -0.312155 0.7 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3100.vcf.Tajima.D" -0.22186 0.69 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3200.vcf.Tajima.D" -0.198297 0.68 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3300.vcf.Tajima.D" -0.236337 0.67 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3400.vcf.Tajima.D" -0.382861 0.66 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3500.vcf.Tajima.D" -0.439662 0.65 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3600.vcf.Tajima.D" -0.248211 0.64 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3700.vcf.Tajima.D" -0.37968 0.63 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3800.vcf.Tajima.D" -0.114887 0.62 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3900.vcf.Tajima.D" -0.276216 0.61 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_3900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_400.vcf.Tajima.D" -0.328056 0.96 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4000.vcf.Tajima.D" -0.207856 0.6 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4100.vcf.Tajima.D" -0.287481 0.59 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4200.vcf.Tajima.D" -0.248135 0.58 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4300.vcf.Tajima.D" -0.258228 0.57 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4400.vcf.Tajima.D" -0.141417 0.56 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4500.vcf.Tajima.D" -0.200745 0.55 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4600.vcf.Tajima.D" -0.168263 0.54 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4700.vcf.Tajima.D" -0.384828 0.53 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4800.vcf.Tajima.D" -0.205729 0.52 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4900.vcf.Tajima.D" -0.33724 0.51 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_4900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_500.vcf.Tajima.D" 0.275348 0.95 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5000.vcf.Tajima.D" -0.262252 0.5 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5100.vcf.Tajima.D" -0.251631 0.49 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5200.vcf.Tajima.D" -0.214999 0.48 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5300.vcf.Tajima.D" -0.149995 0.47 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5400.vcf.Tajima.D" -0.132925 0.46 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5500.vcf.Tajima.D" -0.132612 0.45 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5600.vcf.Tajima.D" -0.186117 0.44 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5700.vcf.Tajima.D" -0.318882 0.43 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5800.vcf.Tajima.D" -0.188803 0.42 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5900.vcf.Tajima.D" -0.206695 0.41 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_5900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_600.vcf.Tajima.D" -0.452238 0.94 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6000.vcf.Tajima.D" -0.213832 0.4 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6100.vcf.Tajima.D" -0.229856 0.39 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6200.vcf.Tajima.D" -0.147089 0.38 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6300.vcf.Tajima.D" -0.186983 0.37 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6400.vcf.Tajima.D" -0.232287 0.36 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6500.vcf.Tajima.D" -0.153693 0.35 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6600.vcf.Tajima.D" -0.204853 0.34 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6700.vcf.Tajima.D" -0.246495 0.33 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6800.vcf.Tajima.D" -0.242889 0.32 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6900.vcf.Tajima.D" -0.198544 0.31 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_6900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_700.vcf.Tajima.D" -0.609901 0.93 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7000.vcf.Tajima.D" -0.208143 0.3 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7100.vcf.Tajima.D" -0.252312 0.29 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7200.vcf.Tajima.D" -0.267106 0.28 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7300.vcf.Tajima.D" -0.293727 0.27 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7400.vcf.Tajima.D" -0.260297 0.26 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7500.vcf.Tajima.D" -0.28164 0.25 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7600.vcf.Tajima.D" -0.262705 0.24 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7700.vcf.Tajima.D" -0.264163 0.23 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7800.vcf.Tajima.D" -0.233318 0.22 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7900.vcf.Tajima.D" -0.297016 0.21 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_7900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_800.vcf.Tajima.D" -0.381161 0.92 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8000.vcf.Tajima.D" -0.183152 0.2 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8100.vcf.Tajima.D" -0.270229 0.19 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8200.vcf.Tajima.D" -0.27739 0.18 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8300.vcf.Tajima.D" -0.196708 0.17 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8400.vcf.Tajima.D" -0.194537 0.16 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8500.vcf.Tajima.D" -0.25879 0.15 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8600.vcf.Tajima.D" -0.211787 0.14 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8700.vcf.Tajima.D" -0.242747 0.13 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8800.vcf.Tajima.D" -0.231936 0.12 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8900.vcf.Tajima.D" -0.246387 0.11 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_8900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_900.vcf.Tajima.D" -0.0678284 0.91 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9000.vcf.Tajima.D" -0.221248 0.1 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9100.vcf.Tajima.D" -0.214719 0.09 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9200.vcf.Tajima.D" -0.245684 0.08 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9300.vcf.Tajima.D" -0.231969 0.07 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9400.vcf.Tajima.D" -0.270276 0.06 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9500.vcf.Tajima.D" -0.259758 0.05 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9600.vcf.Tajima.D" -0.2459 0.04 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9700.vcf.Tajima.D" -0.24041 0.03 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9800.vcf.Tajima.D" -0.237155 0.02 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9900.vcf.Tajima.D" -0.237207 0.01 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_1_invar.missing_9900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_10_invar.missing_100.vcf.Tajima.D" -0.425773 0.99 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_10_invar.missing_100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_10_invar.missing_1000.vcf.Tajima.D" -0.705576 0.9 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_10_invar.missing_1000.vcf" NA
